"Sample","Reactor","Time","Phase","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80"
"20191115L4","L4",37,"Recycle-10%",6107063.75208565,673332644.321821,15636388.577059,225339148.230373,6429701.22185012,8884049.88544439,16005117.7739039,66140658.2027255,85395194.2279152,17606781.0360066,111597957.629862,11949105.8482069,13262699.2809058,5450267.03573617,26179717.5384061,93518742.1660288,8745777.01410235,13089858.7692031,2016484.18602795,39937894.8007792,1336641.60613828,14057771.1784965,48441693.7125582,10750737.1134106,14760659.6219263,35904928.7386224,5093061.92561097,15417456.3382758,3848603.77363347,12467629.6932143,795069.587691522,4793470.31938669,115227.700771585,9068414.48386682,11522.7700771585,7259340.7598015,9022322.75678644,2523483.94431573,3998398.42179605,2638713.2620167,4021444.28533624,3733374.4559325,4862605.60010815,14760659.6219263,14403454.5118011,10140032.1241416,7789388.69152859,288069.829403742,1809073.72406533,10785307.0636705,1440344.52722047,2442824.57687461,2949826.64506151,1371209.24649901,4079057.78923717,2200848.78445038,472434.427826172,25730328.9741202,1486436.25430085,507002.068186902,3468350.49006895,2650235.03883724,17030643.6870982,5127629.5659717,4044490.14887644,6349041.85440901,4701286.86522592,2511962.16749519,12732653.6590779,19127787.2405673,6510360.58929124,10428099.6436462,16857800.8654963,37518116.0874448,195887.068212703,6913657.42649683,6452747.08539032,10105462.1738817,88944206.3953244,368729.19684486
"20191118L4","L4",40,"Recycle-10%",14896269.1492027,868640997.006374,4207914.36089773,164670568.872373,13847411.9270055,15995070.7619338,18692132.9053263,58636108.1556813,77902615.3136893,26221428.0528321,90713655.4906063,29068325.8699248,27557471.1503209,36610108.9916381,44126918.6670351,133779228.961237,26096563.3233495,24348469.6210866,3283921.86818307,150873103.838,4033105.24088129,18816995.1327102,115648984.836483,6805085.22112387,18429917.9742523,31415767.2711858,8178587.23703773,14671513.1365538,4557535.10302921,22350646.4598584,2409873.76600228,2372414.84757723,74918.3372698218,17768140.4126116,0,12324071.7352928,8490749.06074417,5643851.24365149,6255684.41475832,4607479.49356307,1098801.61273109,3196516.05712555,2072740.99807822,2996733.49079287,13610170.4422477,13547738.0775064,13123199.4985249,499456.415831685,3670999.02664099,10763272.6251551,7766536.63226357,2397388.29389347,2846897.81709268,2372414.84757723,3308895.31449931,5281745.02941119,511941.887940495,16594418.4609318,2759492.00603515,811615.737439506,1323557.62538,3321380.78660812,6979894.3411403,4370238.00880535,1336043.09748881,4045590.7129901,3021706.93710911,1847987.48752793,16656850.8256731,16457068.2593404,3383813.15134941,4095537.60562258,3933213.95771495,10301275.1277484,224755.011809465,8290966.49441149,2784465.45235139,7017353.25956535,6118334.21316694,412050.604774158
"20191119L4","L4",41,"Recycle-10%",21946526.0201301,910384796.952384,5638066.09700584,204445953.897913,23499711.938302,20688445.6443158,25099495.2706464,75345083.2261117,133480856.392993,41237105.2719694,173677325.512194,33595425.0758109,67237447.5657943,34045850.143864,76121674.6287338,131850012.268437,32228622.5884736,30597775.3509901,10126777.042648,127532151.244596,869783.11803942,29339694.9751758,135018511.915059,15003782.1331375,33207130.9309637,40553702.4718369,11151879.6863829,14522296.2728729,6911679.98185353,27988422.8839442,4721688.6777216,2329780.4337217,139786.639247642,18063559.6682365,0,21061209.3930573,7921252.22948272,9163802.20919132,10219968.7580653,7501891.06656873,729997.10137731,3556796.90439692,1988077.47719162,3323819.17231751,21418442.7456931,17473348.5835213,24214178.6435736,497019.369297906,7331041.14476752,26046939.7079974,7284443.73059504,3215097.0607945,4721688.6777216,3929560.65313843,4628496.96230431,7796996.60892633,1133824.75525792,27118636.6529771,6569980.13825111,1397866.39247642,2019141.38233072,7191255.12810541,11120815.7812438,11151879.6863829,1335741.69512589,3448074.79287391,2531694.26066201,2189994.41705959,19166323.631283,34449677.7977446,5482749.68423801,5653599.60603922,5700193.90728403,12642937.7942767,139786.639247642,11959538.1070718,4007221.97245001,9288054.71682005,8837632.76169462,279573.589788051
"20191121L4","L4",43,"Recycle-10%",17971183.7075458,307662310.080056,35749759.6137306,45187561.99927,23799676.3098693,18314528.6322575,13968282.1741208,31596120.956955,57187890.4520579,32785267.3253568,63770066.9945638,15735253.6231765,18682996.9697178,4069895.62418405,12795884.7475515,46586065.1108653,49190463.532695,19972633.6359729,14914575.592235,95952387.5030888,1716724.6235583,54901715.218762,6565427.60067344,68375915.3448205,22803137.7428285,20500213.5677001,13691931.3401683,3592562.51795422,2838876.90120106,34267513.4695437,7486597.60603894,24888330.7038471,318221.51196297,14956446.2702454,33497.045379543,8550130.26383884,2227555.61345305,22049453.8026461,6749660.93111824,18490389.1683568,6389568.74114488,7126503.73949482,5769871.30590989,7788071.85274021,18046552.2692211,17108633.3220232,14604726.8746175,226105.685025948,3215719.70957764,7813193.58891814,8190036.39729472,4764959.9445236,8056048.21577655,7980679.65410123,8458012.76033107,11782598.9152489,4798456.15161776,11891463.6840184,5518643.884706,7419603.51527986,4471860.16873856,12762386.8638865,5309287.14151252,35975865.2987565,3224094.18049387,946291.741543434,569450.609737608,636444.700496694,4279252.36737754,18230785.5996659,8265404.95897004,7277240.86284545,8139791.2483681,6766409.8729507,309848.717617494,3299462.74216918,7821568.05983437,2847251.37211729,15391908.6984649,1649730.53279921
"20191122L4","L4",44,"Recycle-10%",42384235.0892583,431793606.076808,42259094.3602875,6488071.27625911,22159552.6066092,13967642.1743635,4832361.24000302,3436558.87160928,55755050.3186568,27954534.838695,62666674.8314323,70435032.0271616,10916129.7697137,46042196.7890466,5689093.92295671,99381068.4175755,43279472.6118953,14208297.4223842,17750744.6031226,83873232.6558795,14535588.5596924,39371229.4541654,126979433.4892,56756178.0802966,16508963.5233358,14371942.9910383,3061136.68469698,1597952.77673113,6642090.63499236,17086536.1185855,3109267.73430112,3561699.60058004,192524.391403928,8711725.76797038,67383.469445796,2098515.69261418,779723.003587068,23247314.3276627,10059397.08676,10117154.346285,5111521.32770703,13755865.5561053,13746237.4163108,9558834.17087693,14439326.4604841,8114900.75287905,9751358.36929349,9087149.88475636,5255914.47651945,18029904.6908266,29831647.7031301,4996006.80865709,9039018.83515222,5371428.99556939,11079775.3383678,4341424.53404079,5092268.90786537,4687968.0911906,3041884.26485533,6305173.28776338,4562827.36221983,61473024.8012496,1684588.66601858,13341936.599636,3407680.24184679,818227.84327038,587198.805170508,250281.457941528,1703841.08586024,5852739.49161079,3869740.24792022,3455811.29145093,3783104.35863277,2011879.80332673,924116.152399488,962620.9920828,6285920.86792173,972247.202003628,12215670.0388991,2464311.66960565
"20191125L4","L4",47,"Recycle-50%",19839307.5007717,386225204.906134,81679709.2538611,101530571.366258,30180705.7325488,23559899.3864875,12074592.2896796,37633444.1156054,67120870.8364959,41180716.8269472,66161835.7574641,30169151.1209238,16638673.138178,6759461.68556047,18210102.6333314,52215391.7562205,38060964.745728,30365579.5185478,52897116.1562539,100051578.764104,2923321.36943311,40036807.9619164,12455896.7874647,200137821.363082,18764726.3054905,24403388.34927,9521018.49224448,4113448.68096367,5153366.04137006,18949600.0914895,7938034.3854661,70021082.9826791,173319.405790255,8504210.35508796,23109.269533115,7198536.92730804,2796220.64155882,15240562.8173986,11762617.7758064,12721652.8548382,9197489.36674627,6609251.7344363,6227947.23665126,14605056.8638649,15956951.0523067,10283625.1736524,12883417.4175873,265756.067373528,2091389.33243772,9798329.17124294,15691192.6707711,2761556.80668401,7602948.3341808,4148114.83000063,8030471.27846558,6158619.56690165,3778364.94384053,11323542.5340588,1698530.22302774,3293071.25559322,4148114.83000063,49661817.9587853,5523115.92753017,141752253.114173,3651264.21596623,1444328.76727915,843488.96278248,577730.5812468,5592443.59727978,13646024.0989952,6239501.8482762,7279419.20868259,11635517.0479321,10341398.2317771,473739.076622376,3547272.71134181,9093497.86212185,3755255.72059066,38846680.6503858,1652311.776528
"20191126L4","L4",48,"Recycle-50%",9821623.95768365,416453030.489408,243416452.206579,59212961.6908981,15081401.1211769,17579796.2356748,4106672.34908604,25236819.5369422,60254801.0109703,23577965.7890687,61124687.8805813,30992229.1162906,6756790.92866979,5745295.08666069,16608760.38934,48116852.9317845,20796352.7297745,15698413.5240548,11450132.2025706,72453440.0961292,2882762.03601804,29222111.8990055,20270374.8109328,151582753.154503,7525528.82155691,12097490.108435,3762763.39831673,4723684.75196389,3520005.44919474,14605997.6906972,2933338.54930344,80292532.3654688,1385748.27084151,5482306.12723985,80919.5863637898,3975177.86937563,2488278.59688679,9882312.93873328,7697483.29694157,7515414.32886922,58393649.3096491,7131045.38242566,8982082.5910592,13068525.9547699,7050125.39107717,6534261.9649232,4278626.8244707,273103.452108531,930575.850660621,9892429.45634443,6544378.48253435,1365519.28546612,3246901.99708621,2599544.09122181,5118168.19109515,2012877.19133051,1921842.70729433,4592190.27225347,566437.914515913,2124140.66074208,3863914.39996406,39984426.2000375,2346669.62448867,89031857.0074061,3580694.43024437,1749888.23190968,1628508.24488695,1557702.74622616,3762763.39831673,5826215.07800917,2983913.03766537,3469430.9608328,6959090.907041,4885524.73466086,1163219.30709491,1830808.22325816,6038629.54906807,2184831.66671517,31204643.5873495,2397244.11285061
"20191127L4","L4",49,"Recycle-50%",7999017.62353512,157099958.061674,279210113.203034,92928377.9704544,9425053.9546775,12579329.1992444,11398836.8368462,33941524.0695402,93022817.8130478,18321246.3028371,43895437.7407291,39182910.7633904,9292838.55304802,6431323.41850908,11606603.3565478,34290950.3531319,16026368.3338521,18944545.861942,10407222.2696283,31571094.9824831,906619.086885096,33724313.1875779,6006346.0168452,177961622.522228,8773421.30879074,19794500.6652697,10227788.8367086,6676865.49724678,7243502.66280077,10265564.3957446,2540420.04772265,158271006.061812,3003173.0084226,4561422.85118801,28331.7637773768,5231944.22159604,3371486.12652914,7914022.14320234,8952856.63171692,6846856.45791233,65522061.5242774,6317996.74140086,5033620.17414859,8093457.46612853,9094514.50560058,5156391.21351744,8150121.74968586,179434.944924893,1189936.72465886,10917195.1516249,3248715.0871603,1293819.03950645,2719855.37064883,2682079.81161276,2757630.9296849,1577138.56728667,2285433.60672432,5401933.29225514,1095496.88206546,1813236.28376374,2087111.44928333,18774554.9012764,2644304.25257669,78025839.6054496,2021002.80346536,2360984.72479646,1917120.48861778,2540420.04772265,5949683.62329432,6384103.49721238,2521531.32320138,2691522.28386694,4108114.25274869,4287549.57567487,1208823.55917367,2606526.80353416,2833182.04775705,2285433.60672432,27585751.7691032,2455424.56738987
"20191128L4","L4",50,"Recycle-50%",7656164.41241371,85349683.0446653,291265272.135242,311841881.717988,8670579.31697463,9279229.54302531,25445802.8357235,103011184.690852,73945522.7138183,14468763.6693834,29418038.6488372,37138270.3803842,19967961.4955519,5456484.85417497,10507205.0298397,21067800.2052428,16006402.8560081,17373194.4323728,4826480.28098445,21847298.0415535,523224.28206378,22594762.2182976,4474103.6091807,124377971.422335,18569136.2596205,64025611.4240325,33731971.8213278,14415373.5238201,6599036.53585935,7805657.6755339,2221036.04423547,118366226.487673,5851574.49797217,3427655.04505314,42712.116450696,11767216.3150776,6161236.05892558,4858513.94055109,7976505.28579393,6962090.38123302,73347551.8001944,8873462.72565819,7367857.19860014,12386541.5758413,14607577.6200768,4271222.33935402,12963158.1423254,160170.864461487,1195941.82724775,7869724.99466719,2381206.48092558,2338493.50893213,5360383.87547504,2253069.70380211,4634276.18472769,1740522.59530825,1388145.92350451,10827545.9032199,1462892.5550646,1740522.59530825,3192737.97680293,8734648.7749648,5755471.38041535,55888933.5626916,3395621.38548649,3288841.09435976,1580352.15861814,928991.0994309,13625196.3750825,12076877.876031,6972769.69365983,7218363.93547995,8980243.01678493,9652960.5619689,1217298.31324448,5136143.98079475,4901226.91254454,4271222.33935402,40491180.9327341,2530699.74404577
"20191129L4","L4",51,"Recycle-50%",14543490.2988541,117858772.577683,326049324.633155,207428983.877634,15820959.7379475,17540628.154021,5318691.07603865,68270877.1129252,108707675.639144,23068137.4592827,48445544.4253913,31015467.2430048,11312969.2411513,6768127.60221728,15341907.1640506,21508152.4162485,19088331.9377882,27637544.0715296,28006045.673792,19358563.827683,343934.174170488,35412906.7681665,5613492.84880435,183230779.09303,10453133.8057251,47622560.1321029,20169266.8617044,14580338.986213,7701662.86714018,16754492.5480914,3242804.77174876,195428148.742921,11386669.070648,8487796.01829073,12283.3458290961,10182899.4610513,9015980.99359241,10539117.3492677,11681468.3886347,8647479.39133003,51749767.7673697,6608444.22917798,7738511.55449902,20132415.7195666,11337534.2144642,9752981.74333818,8831730.19246122,221100.470401628,1977619.04670132,13720506.0055657,7664811.72500234,2260137.10542107,4643106.44174362,3365639.45742922,4876492.09905858,3316504.60124544,2825170.7680816,9114248.25118097,638733.4921572,2591787.56554562,3807838.43440928,7554263.20814682,6571593.08704015,89914145.4741211,3623590.08805708,5367825.93222242,6792695.03030917,8340396.35929738,12369336.7369757,9101964.53713503,4839640.95692075,6325926.17045822,10305734.1467317,16484260.6581966,1805651.95961608,3574455.23187331,4520274.21084215,4016656.66363236,71734781.373164,3844689.57654712
"20191202L4","L4",54,"Recycle-50%",5241167.18514013,92708769.8486957,193716495.999965,89645681.6180402,4112381.7028024,2972997.99402078,9745708.76330249,21362126.6667701,44838738.6798721,7408646.85080852,21303833.2342117,11494530.8627565,6131476.63690531,2660329.06647932,8161169.79745211,13471229.7039669,8701714.40437755,5893000.60633276,32395604.932792,15967275.6368425,355063.958061684,9634419.9490353,9899392.60808991,49322082.7427744,2432452.324723,14287346.2587631,7673619.50986312,4419750.45474957,3508243.48772427,3275066.57037367,710127.916123368,32734770.4888155,9433040.89813337,1240074.29660492,26497.2659054608,4122980.99161862,2464249.12879934,2204575.58296667,4859605.53622405,2962398.70520455,33508492.0130916,2225773.09822679,2199276.46974473,6200369.35827993,1812415.7076067,1012197.5548486,3105484.32354808,816116.554796276,540544.606925442,6290460.65728701,12013877.9544218,731325.431383482,969801.461956032,710127.916123368,1287769.50271943,1218875.71897247,662432.710008858,2315864.39723386,800218.152758106,752522.946643596,953903.059917862,21134249.9250138,1467951.03836125,34367004.6607804,1192379.09049041,2448350.72676117,3264468.34392978,3969296.08445887,3439349.70397731,2103886.05751571,1091688.50266711,1319566.30679577,3296265.14800612,3794413.662039,519347.091665328,1542142.87295781,1399057.25461428,1346062.93527783,31415204.1820198,1112887.08029956
"20191203L4","L4",55,"Recycle-50%",13378166.6067927,218192143.942819,234418394.986031,270019471.310794,14031398.2744968,6793600.4745766,16448349.7058838,63206608.6194117,129156789.721443,16761901.2194246,49828444.6213092,13717846.760956,12306868.8630576,4259064.94300791,22222909.7179704,26468910.340667,32099760.2206396,16187058.0822782,254028383.250565,29029574.5128583,914523.291309744,22745495.5738718,22418879.7400197,98115262.9242269,5722302.73084153,41480153.5080299,18081428.8751442,10556208.2023057,11261699.7599451,6375531.78985552,2220984.01802788,90433267.7989631,16004154.9892304,2430018.36038842,52258.585590135,9197490.1943425,6414727.35947947,4206805.0530727,11732025.7259112,8413612.71483555,29121027.3637273,4729390.90897405,3618897.59561503,12071705.8800745,4246000.62269665,2390825.39945463,6950374.92700193,3148571.62964889,1358720.61665335,14201237.0472334,84724031.997123,1606947.91994768,3096314.34840383,1711465.09112795,3631961.91592629,3148571.62964889,2874215.68573203,5905205.82388939,1515495.06907868,2769698.51455176,1868239.54355328,30231520.6770863,3932449.10915584,113257151.903393,1881303.86386454,6349403.14923299,9367328.96707909,18381913.4596836,8661840.01812988,5513268.38848099,2848087.0451095,4089223.56158116,10268787.9380776,10699920.9431099,901458.97099848,3736479.08710656,4376646.43449944,3357605.97200943,85325003.7748919,2181791.05709409
